,Description,clips,category,clip_arrays
2377,Impact of hard plastic debris dropping onto a wood surface and rolling.,new_clips2/2512.mp3,plastic,"[ 0.01365789 -0.03969746 -0.08532552 ... -0.0087007   0.0089227
  0.00014439]"
2378,Impact of small piece of plastic debris dropping onto a hard surface.,new_clips2/2513.mp3,plastic,"[-0.00202574  0.01262048 -0.00204855 ... -0.00346689 -0.00322492
 -0.00031795]"
2379,Impact of multiple small pieces of hard plastic debris dropping onto a concrete surface and scattering.,new_clips2/2514.mp3,plastic,"[-0.00371364  0.00358704  0.01347905 ... -0.00247023  0.00011276
  0.00476598]"
2380,Impact of small plastic container dropping onto a concrete surface and rolling.,new_clips2/2515.mp3,plastic,"[ 0.00120893  0.0015987   0.00164453 ... -0.0020263  -0.00232844
 -0.00210652]"
2381,Dropping rock salt on cardboard,new_clips2/2516.mp3,cardboard,"[ 0.01723182 -0.08055051 -0.26835248 ... -0.08028461 -0.03948139
  0.01747312]"
2382,Hitting an empty plastic box against a surface.,new_clips2/2517.mp3,plastic,[0.00260452 0.03726523 0.0289942  ... 0.0065981  0.00658194 0.00668715]
2383,Hitting an empty plastic box against a surface.,new_clips2/2518.mp3,plastic,[0.00531653 0.04058716 0.10197624 ... 0.03243942 0.03377634 0.0332575 ]
2384,Hitting an empty plastic box against a surface.,new_clips2/2519.mp3,plastic,[0.00039525 0.00112619 0.0006216  ... 0.00195042 0.00137457 0.00132911]
2385,Impact of a light bulb dropping onto a concrete floor glass. breaking and shards scattering and settling,new_clips2/2520.mp3,glass,"[-0.01190327  0.00691697 -0.01538084 ... -0.00716418 -0.00907983
  0.01697316]"
2386,"Light bulb dropping into a concrete surface, breaking and scattering.",new_clips2/2521.mp3,trash,[0.00323336 0.00602137 0.00551651 ... 0.00476757 0.00228829 0.00596251]
2387,Impact of multiple pieces of hard plastic debris dropping into a plastic tub.,new_clips2/2522.mp3,plastic,"[ 0.01254131  0.01609396 -0.01807333 ...  0.04349619  0.0381954
  0.02333383]"
2388,Cinder block being set down on another cinder block.,new_clips2/2523.mp3,trash,"[-0.00468021 -0.01885939 -0.0124252  ... -0.02795513 -0.01738704
 -0.00910427]"
2389,Dropping a chain on cement,new_clips2/2524.mp3,trash,"[-0.02746338  0.07009269 -0.18634462 ...  0.07157661 -0.04670324
 -0.05221739]"
2390,Impact of light hard plastic debris dropping onto a wooden surface with a crackling sound.,new_clips2/2525.mp3,plastic,"[ 0.12684953 -0.21790896  0.01513885 ... -0.00045114  0.05984271
 -0.17972189]"
2391,Impact of light sharp plastic debris dropping onto a metal surface and scattering.,new_clips2/2526.mp3,plastic,"[ 0.00014404 -0.02664917  0.03257914 ...  0.05314367  0.02992962
  0.00876967]"
2392,Rattle of two large pebbles being dropped into a plastic container.,new_clips2/2527.mp3,plastic,"[-0.0017743  -0.00484016 -0.00697608 ... -0.00225771 -0.00556384
 -0.0066623 ]"
2393,Cinder block being set down on cement.,new_clips2/2528.mp3,trash,"[-0.00026187 -0.00022703 -0.0025723  ...  0.00326022  0.00328505
  0.00304356]"
2394,Cell or mobile phone handset being dropped onto a marble or tile floor with a bounce then settling,new_clips2/2529.mp3,metal,"[-0.02261157 -0.04138551 -0.04611181 ... -0.00156994  0.01962033
  0.02721155]"
2395,Single large stone or pebble being dropped into a plastic container then rolling and settling.,new_clips2/2530.mp3,plastic,"[ 0.00047302  0.0288461   0.03184804 ... -0.0010711  -0.01757631
 -0.01656398]"
2396,Dropping wood on cement,new_clips2/2531.mp3,wood,"[-0.00103156 -0.02724494 -0.05104364 ... -0.03659588 -0.04141965
 -0.04018681]"
2397,"Hollow paint can drop or impact, on concrete.",new_clips2/2532.mp3,trash,"[ 0.00015015 -0.06011321  0.002498   ...  0.07989492  0.02166951
 -0.04882023]"
2398,Impact of multiple pieces of light hard plastic debris dropping onto a metal surface with a loud rattle.,new_clips2/2533.mp3,plastic,"[-0.0295183  -0.11034786 -0.26986727 ... -0.20139207  0.1615279
  0.23265481]"
2399,Small pile of rock salt dropped onto styrofoam,new_clips2/2534.mp3,trash,"[-0.02077783  0.09463324 -0.12335246 ...  0.03091394  0.01789607
  0.13294666]"
2400,Light bulb broken glass falling into a plastic tub with a punctuated tinkling rattle.,new_clips2/2535.mp3,plastic,"[ 0.00243243 -0.0102457   0.00921689 ... -0.00431969 -0.0091746
  0.00072193]"
2401,A coin being dropped on cement.,new_clips2/2536.mp3,metal,"[-0.01145294 -0.00778842  0.01639284 ...  0.00689637  0.00111685
 -0.01081316]"
2402,Impact of hard plastic debris dropping onto a concrete surface with a loud smash.,new_clips2/2537.mp3,plastic,"[ 0.00031791 -0.00783846 -0.00930618 ...  0.0025286   0.00370343
  0.00413991]"
2403,Thud of a small cardboard box dropping onto a concrete surface with a slight bounce and then settling.,new_clips2/2538.mp3,cardboard,"[ 0.00792671  0.01924165  0.03193736 ... -0.00399923 -0.04077874
 -0.00212647]"
2404,"Light bulb dropping onto a plastic surface, smashing loudly with broken shards of glass shattering.",new_clips2/2539.mp3,plastic,"[-0.11206583 -0.14114118  0.12308714 ...  0.01238172  0.06323169
  0.05020892]"
2405,Plastic falling and breaking on cement. Scatters.,new_clips2/2540.mp3,plastic,"[-0.00130988  0.00699605  0.0261503  ...  0.0031547   0.00468838
  0.00643302]"
2406,"Impact of hard object dropping into pile of dead dried leaves with a loud rustle and bouncing, rolling ...",new_clips2/2541.mp3,trash,"[-0.00203742 -0.00170886  0.00147149 ... -0.00353575 -0.00356966
 -0.00357992]"
2407,"Impact of a wooden chair leg falling onto a concrete surface,breaking and bouncing.",new_clips2/2542.mp3,wood,"[ 0.00077465 -0.03863688  0.08141066 ...  0.06566685  0.02030901
  0.00104442]"
2408,Large plastic tub lid dropping and hitting concrete floor and settling,new_clips2/2543.mp3,plastic,"[ 9.1000176e-05  1.7727777e-02  2.2199556e-02 ... -4.1123714e-02
 -4.0602952e-02 -3.5770111e-02]"
2409,"Impact of light, sharp plastic debris dropping onto a wooden surface and scattering and rolling.",new_clips2/2544.mp3,plastic,"[-0.00483194  0.00069001  0.00706468 ...  0.00716121 -0.00508394
 -0.0097425 ]"
2410,"Impact of plastic debris dropping onto a concrete surface, scattering and settling.",new_clips2/2545.mp3,plastic,"[-1.8844938e-06  2.1990004e-04  3.5765353e-03 ... -7.7831693e-04
 -5.8463006e-03 -2.6478569e-03]"
2411,Hitting an empty plastic box against a surface.,new_clips2/2546.mp3,plastic,"[-0.01802129 -0.02555499 -0.03351821 ...  0.02517063  0.03658532
  0.04001186]"
2412,Impact of multiple wood blocks falling onto a wooden surface scattering and settling.,new_clips2/2547.mp3,wood,"[-0.01506818 -0.04404711  0.0388878  ... -0.00659018 -0.00638934
 -0.05371932]"
2413,Impact of light sharp plastic debris dropping onto a concrete surface and scattering.,new_clips2/2548.mp3,plastic,"[-0.00371041  0.03275592 -0.07629547 ... -0.00533462 -0.02971615
  0.00176708]"
2414,Impact of hard object dropping into hay with a dull rustle and settling.,new_clips2/2549.mp3,trash,"[ 1.06518874e-05 -8.47700227e-04 -6.35057630e-04 ... -1.07327345e-04
 -3.15686251e-04 -4.39028780e-04]"
2415,Small plastic tub lid dropping and hitting concrete floor then spinning teetering and settling,new_clips2/2550.mp3,plastic,"[ 0.0084096   0.01141525 -0.01608005 ... -0.01149956 -0.03828119
  0.10850599]"
2416,Impact of light hard plastic debris dropping onto a concrete surface with a rattling smash.,new_clips2/2551.mp3,plastic,"[ 0.00324243 -0.00728605  0.01764235 ...  0.02038978  0.01880846
  0.01598128]"
2417,Dropping an aluminum can,new_clips2/2552.mp3,metal,"[ 3.0305038e-05  3.6898855e-04 -2.3577077e-05 ... -1.4898149e-04
  2.0857732e-04  4.2046441e-04]"
2418,Small plastic tub lid dropping and hitting concrete floor with a double bounce,new_clips2/2553.mp3,plastic,"[ 0.00218269  0.09752981 -0.11338297 ...  0.0420244   0.01125404
 -0.02304394]"
2419,Shards of broken glass being dropped onto a concrete floor and scattering with a tinkling sound.,new_clips2/2554.mp3,glass,[0.09380441 0.26859635 0.09206913 ... 0.11386974 0.11419144 0.11398933]
2420,Small plastic object small impact with bounce. Teetering and settling on hollow wood surface,new_clips2/2555.mp3,plastic,"[ 8.8951853e-04  2.4449483e-03 -2.4284984e-04 ... -8.8261011e-05
  1.8460774e-03  3.3834849e-03]"
2421,Impact of small piece of plastic debris dropping onto a hard surface and settling.,new_clips2/2556.mp3,plastic,"[ 0.0257656  -0.09173446 -0.01636613 ... -0.06193959 -0.00033464
  0.00585057]"
2422,Dropping dirt,new_clips2/2557.mp3,trash,[0.12469424 0.26272666 0.25616857 ... 0.2151226  0.20938155 0.19946529]
2423,Plastic jug hitting with multiple bounces and settling on concrete floor,new_clips2/2558.mp3,plastic,"[ 0.00503441 -0.1061598  -0.183196   ... -0.23270386 -0.2569842
 -0.2393273 ]"
2424,Rattle of a hand full of stones or small pebbles being dropped into a plastic container.,new_clips2/2559.mp3,plastic,"[-0.00036891  0.00339769 -0.00713762 ...  0.00304508  0.00241419
 -0.00286551]"
2425,"Tinkling impact of hard plastic debris dropping onto a hard surface, bouncing scattering and settling.",new_clips2/2560.mp3,plastic,"[-0.01021634  0.0607704   0.01758114 ...  0.00898612 -0.00966648
  0.02026629]"
2426,Impact of light plastic debris dropping onto a hard plastic surface and teetering.,new_clips2/2561.mp3,plastic,"[ 0.00676759 -0.02713092  0.00626493 ... -0.00635657 -0.01438561
 -0.00581151]"
2427,A thin plastic tray dropping on cement.,new_clips2/2562.mp3,plastic,[0.00191544 0.00272394 0.00220909 ... 0.00140907 0.00121325 0.00382064]
2428,Soft cover book dropping onto a cement surface.,new_clips2/2563.mp3,trash,"[-0.00015209 -0.00297005 -0.00026143 ...  0.00207665  0.00189483
  0.00178942]"
2429,Impact of hard object dropping into hay or stra with a loud rustle and settling.,new_clips2/2564.mp3,trash,"[ 0.00169757 -0.0141809   0.01462414 ... -0.00809524 -0.01147975
 -0.00139511]"
2430,ell or mobile phone handset dropped on marble or tile floor with a bounce,new_clips2/2565.mp3,metal,"[ 0.03989595  0.07354699 -0.03040344 ... -0.00278119 -0.02280721
 -0.04381064]"
2431,"Light bulb dropping into a plastic tub, smashing loudly with broken shards of glass shattering.",new_clips2/2566.mp3,plastic,[0.04369783 0.04487953 0.06188507 ... 0.04395924 0.01474201 0.07533591]
2432,Dropping or hitting a sword or knife onto the ground.,new_clips2/2567.mp3,metal,"[-0.00258536  0.00823641  0.0216259  ... -0.01899243 -0.00765547
 -0.0103595 ]"
2433,"Light bulb dropping into a plastic tub, smashing loudly with broken shards of glass rolling.",new_clips2/2568.mp3,plastic,"[-0.00674189  0.00777555 -0.01827884 ...  0.01139351  0.00805053
  0.00434623]"
2434,Dropping a trash can lid,new_clips2/2569.mp3,trash,"[-0.04925865  0.0494328   0.11956927 ...  0.03942895  0.1010175
  0.18276647]"
2435,A ping pong ball dropped then bouncing till still,new_clips2/2570.mp3,trash,"[ 0.00018367 -0.00037281  0.00053558 ...  0.00069932  0.00047546
  0.00054396]"
2436,A baking tin dropped. Spinning and wobble.,new_clips2/2571.mp3,trash,"[-0.0333857   0.09548917  0.13691564 ... -0.09683786 -0.23827617
 -0.11019297]"
2437,Dropping a bullet onto a hard surface.,new_clips2/2572.mp3,trash,"[ 5.2565392e-05  3.7993718e-06 -7.6851495e-05 ...  2.2517881e-04
 -2.4241758e-04  1.0559547e-04]"
2438,Colt 45 bullet shell dropping and bouncing onto a cement surface,new_clips2/2573.mp3,trash,"[ 0.00370036 -0.00440583  0.0081063  ...  0.00836021 -0.00463995
 -0.00357688]"
2439,A hammer dropping on concrete.,new_clips2/2574.mp3,trash,"[ 0.00070487  0.0010032   0.00053133 ... -0.00047575 -0.00049598
 -0.00101608]"
2440,A Colt 45 bullet shell dropping onto a cement surface,new_clips2/2575.mp3,trash,"[-3.2577136e-06 -1.4130448e-03  2.4574907e-03 ... -1.5051722e-03
  7.0437096e-04  1.2005595e-03]"
2441,A phone book dropped onto a cement surface,new_clips2/2576.mp3,metal,[0.00697082 0.00784922 0.00744656 ... 0.00837405 0.00814845 0.00751119]
2442,Ice cube dropped into an empty glass.,new_clips2/2577.mp3,glass,"[ 0.00400787  0.08858996  0.10280119 ...  0.02020238 -0.04253899
  0.01645904]"
2443,"Metal bar dropping onto a cement surface, bounces",new_clips2/2578.mp3,metal,"[ 0.16599262  0.23689021  0.17981136 ...  0.09004714  0.04176343
 -0.1659149 ]"
2444,A horse shoe dropped onto cement,new_clips2/2579.mp3,trash,"[ 0.00228712 -0.1309724  -0.13181387 ... -0.00812477 -0.00762264
 -0.00113046]"
2445,A tambourine being dropped.,new_clips2/2580.mp3,trash,"[ 0.00532259 -0.00907338 -0.00970165 ...  0.00740997 -0.00176458
 -0.01027579]"
2446,Dropping a bullet onto a hard surface.,new_clips2/2581.mp3,trash,"[-0.00369089 -0.00774153 -0.00021257 ...  0.00893675  0.00516546
 -0.00330041]"
2447,Dropping a bullet onto a hard surface.,new_clips2/2582.mp3,trash,"[-0.00164737  0.00676649  0.00931691 ...  0.00865845 -0.00111172
  0.00036115]"
2448,Dropping a bullet onto a hard surface.,new_clips2/2583.mp3,trash,"[-2.8967030e-05 -7.9532234e-05 -5.4807257e-05 ... -1.7069367e-04
  1.4459381e-04  7.9605434e-06]"
2449,Dropping three ice cubes in a glass. Vintage recording.,new_clips2/2584.mp3,glass,"[ 0.00694982 -0.02244936 -0.02320515 ... -0.01280967  0.02672756
  0.0130338 ]"
2450,Dropping several coins on to a counter top. Vintage recording.,new_clips2/2585.mp3,metal,"[ 0.02109244  0.03141222 -0.07954749 ...  0.08612942 -0.11110889
  0.0881746 ]"
2451,Dropping slate tile with a clatter,new_clips2/2586.mp3,trash,"[ 0.00069466  0.04833934 -0.02263141 ...  0.03460166  0.02663474
  0.01417145]"
2452,sound of wood and plastic rubble dropping to the ground,new_clips2/2587.mp3,plastic,"[-0.00626679  0.07866121 -0.06258391 ...  0.06948779  0.07345398
  0.05464397]"
2453,"Winding up a toy with clicks, then dropping the toy",new_clips2/2588.mp3,trash,"[ 0.14598213  0.16410422  0.1893179  ... -0.15335163 -0.15235865
 -0.15444136]"
2454,Dropping and toppling a plastic traffic cone,new_clips2/2589.mp3,plastic,[0.6822448  0.7738951  0.8364717  ... 0.7254595  0.72742575 0.7216599 ]
2455,"Massive impact, hall reverb, low pitch",new_clips2/2590.mp3,trash,"[ 0.01422129  0.09793667  0.01063066 ... -0.04678414 -0.04018037
 -0.03812807]"
2456,Dropping slate tile with a clatter,new_clips2/2591.mp3,trash,"[ 0.08021526  0.09614211  0.12418032 ... -0.27418175 -0.08639392
 -0.10170209]"
2457,Dropping slate tile with a clatter,new_clips2/2592.mp3,trash,"[-0.0129151  -0.01422993 -0.01473018 ... -0.01474307 -0.00980665
 -0.02803801]"
2458,"Impact with a spring, high-pitched.",new_clips2/2593.mp3,trash,[0.06630338 0.14353509 0.12225704 ... 0.22405076 0.22620381 0.20678917]
2459,sound of wood and plastic rubble dropping to the ground,new_clips2/2594.mp3,plastic,"[-0.00393624 -0.00598824 -0.00919944 ... -0.0052089  -0.00534978
 -0.00482162]"
2460,Dropping bundles of cash,new_clips2/2595.mp3,trash,"[-0.09634853 -0.0350644  -0.1558383  ... -0.2521724  -0.09448554
  0.19353722]"
2461,Rustling and crackly crash of straw bale dropping,new_clips2/2596.mp3,trash,[0.21926525 0.23639224 0.25929812 ... 0.2552523  0.24695891 0.23626028]
2462,Dropping a plastic traffic cone,new_clips2/2597.mp3,plastic,"[-0.0602422  -0.08211406 -0.09533928 ... -0.07329807 -0.08917666
 -0.09695058]"
2463,Dropping a box,new_clips2/2598.mp3,cardboard,"[ 0.00264968  0.00578758 -0.01680691 ...  0.04817138  0.04760681
  0.03831985]"
2464,sound of wood and plastic rubble dropping to the ground,new_clips2/2599.mp3,plastic,"[-0.09886447 -0.11103402 -0.08024494 ... -0.01064186  0.11249344
  0.11775943]"
2465,Ice cubes dropped into a glass and swished.,new_clips2/2600.mp3,glass,"[ 0.09054795  0.15355636  0.21402411 ... -0.14781418 -0.14259246
 -0.16161011]"
2466,"A low pitched, resonant metallic impact.",new_clips2/2601.mp3,metal,"[ 0.00128     0.00158985  0.00181299 ... -0.00168029 -0.00160168
 -0.00157334]"
2467,Dropping a plastic object in water,new_clips2/2602.mp3,plastic,"[-0.00218909 -0.00375797 -0.00500162 ...  0.0046448   0.00397795
  0.00361333]"
2468,"Reverberating double impact, metal, low pitch",new_clips2/2603.mp3,metal,"[-0.1430823  -0.22066526 -0.30261084 ...  0.07367035 -0.07758105
 -0.27796763]"
2469,Dropping plastic,new_clips2/2604.mp3,plastic,"[ 0.15963162  0.15941277  0.1675236  ... -0.20095077 -0.17779176
 -0.14167467]"
2470,"Low-pitched, synthesized tone. Fast drone.",new_clips2/2605.mp3,trash,"[ 0.13281055  0.23224142  0.33678094 ... -0.19013935 -0.19645642
 -0.20390163]"
2471,Dropping plastic,new_clips2/2606.mp3,plastic,"[ 0.09700815  0.14296393  0.18678993 ... -0.14814377 -0.11250813
 -0.1155473 ]"
2472,Dropping a knife,new_clips2/2607.mp3,metal,"[ 0.00473882 -0.01742162  0.00598178 ... -0.00459046  0.00105973
 -0.00979604]"
2473,"Ringing a toy bell enthusiastically, then dropping it",new_clips2/2608.mp3,trash,"[-0.00120664  0.23505397 -0.0888831  ... -0.26313242  0.08181089
  0.19842798]"
2474,Dropping a plastic traffic cone,new_clips2/2609.mp3,plastic,[0.0196532  0.0221636  0.03521943 ... 0.02848144 0.02762904 0.03245761]
2475,Dropping a piece of cutlery against the ground.,new_clips2/2610.mp3,trash,"[ 0.01418269 -0.06847604 -0.17549133 ... -0.02575807 -0.00811839
 -0.00905851]"
2476,A small object impacting a hard surface with a click.,new_clips2/2611.mp3,trash,"[-0.00385933  0.01346238  0.00385275 ... -0.00555676  0.0023349
  0.005597  ]"
2477,"Single coins dropping onto a hard surface,then rattling the loose change.",new_clips2/2612.mp3,metal,"[-0.02732693 -0.00675161 -0.02954744 ...  0.02551224  0.02612631
  0.04893858]"
2478,Dropping a spoon on the floor caused a bright metallic noise,new_clips2/2613.mp3,metal,"[-0.03379404 -0.09320766  0.05621585 ... -0.02984622  0.11501938
  0.04317786]"
2479,Magazine dropped on a table,new_clips2/2614.mp3,trash,"[-0.01195931 -0.02149497 -0.03472337 ... -0.01403032 -0.01382962
 -0.01632602]"
2480,Buttons/caps falling on a table,new_clips2/2615.mp3,trash,"[ 0.0033552   0.09612864  0.14328673 ... -0.05528538  0.04192158
  0.10348443]"
2481,Kicking a plastic traffic cone then picking it up,new_clips2/2616.mp3,plastic,"[-0.12174317 -0.13486621 -0.21153226 ... -0.13049664 -0.13404253
 -0.13470536]"
2482,"Massive impact, big hall reverb",new_clips2/2617.mp3,trash,"[ 0.00147995 -0.0260461  -0.04983981 ...  0.01575143  0.0185016
  0.02051711]"
2483,"Object dropped twice, light impact, some reverb.",new_clips2/2618.mp3,trash,"[-0.00745992  0.01026407 -0.0113683  ... -0.0051138  -0.00736262
  0.00392647]"
2484,Dropping wood onto plastic,new_clips2/2619.mp3,plastic,"[-0.02298489  0.11936775 -0.07576331 ...  0.0708449   0.07193879
  0.09378981]"
